date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
1999-03-01,1999,3,1,Monday,"Britt Ballroom, Southern Oregon University",Ashland,OR,US,11,https://discobiscuits.net/shows/1999-03-01-britt-ballroom-southern-oregon-university-ashland-or
1999-03-04,1999,3,4,Thursday,The Tractor,Seattle,WA,US,10,https://discobiscuits.net/shows/1999-03-04-the-tractor-seattle-wa
1999-03-05,1999,3,5,Friday,Mount Tabor Pub,Portland,OR,US,10,https://discobiscuits.net/shows/1999-03-05-mount-tabor-pub-portland-or
1999-03-06,1999,3,6,Saturday,Good Times,Eugene,OR,US,8,https://discobiscuits.net/shows/1999-03-06-good-times-eugene-or
1999-03-08,1999,3,8,Monday,Tom Grainey's,Boise,ID,US,12,https://discobiscuits.net/shows/1999-03-08-tom-grainey-s-boise-id
1999-03-10,1999,3,10,Wednesday,Ritz Club,Salt Lake City,UT,US,10,https://discobiscuits.net/shows/1999-03-10-ritz-club-salt-lake-city-ut
1999-03-11,1999,3,11,Thursday,Unknown Venue,Larmie,WY,US,0,https://discobiscuits.net/shows/1999-03-11-unknown-venue-larmie-wy
1999-03-12,1999,3,12,Friday,Fox Theatre,Boulder,CO,US,4,https://discobiscuits.net/shows/1999-03-12-fox-theatre-boulder-co
1999-03-13,1999,3,13,Saturday,Starlight,Fort Collins,CO,US,12,https://discobiscuits.net/shows/1999-03-13-starlight-fort-collins-co
1999-03-14,1999,3,14,Sunday,Quixote's True Blue,Aurora,CO,US,17,https://discobiscuits.net/shows/1999-03-14-quixote-s-true-blue-aurora-co
1999-03-17,1999,3,17,Wednesday,Saddle Creek Bar,Omaha,NE,US,11,https://discobiscuits.net/shows/1999-03-17-saddle-creek-bar-omaha-ne
1999-03-18,1999,3,18,Thursday,Cabooze On The West Bank,Minneapolis,MN,US,10,https://discobiscuits.net/shows/1999-03-18-cabooze-on-the-west-bank-minneapolis-mn
1999-03-19,1999,3,19,Friday,Mango Grille,Madison,WI,US,11,https://discobiscuits.net/shows/1999-03-19-mango-grille-madison-wi
1999-03-20,1999,3,20,Saturday,"Rathskeller, Student Union, University Of Wisconsin",Madison,WI,US,12,https://discobiscuits.net/shows/1999-03-20-rathskeller-student-union-university-of-wisconsin-madison-wi
1999-03-21,1999,3,21,Sunday,Schuba's,Chicago,IL,US,14,https://discobiscuits.net/shows/1999-03-21-schuba-s-chicago-il
1999-03-22,1999,3,22,Monday,Cicero's,St. Louis,MO,US,15,https://discobiscuits.net/shows/1999-03-22-cicero-s-st-louis-mo
1999-03-25,1999,3,25,Thursday,Small Planet,East Lansing,MI,US,14,https://discobiscuits.net/shows/1999-03-25-small-planet-east-lansing-mi
1999-03-26,1999,3,26,Friday,Blind Pig,Ann Arbor,MI,US,15,https://discobiscuits.net/shows/1999-03-26-blind-pig-ann-arbor-mi
1999-03-27,1999,3,27,Saturday,Graffiti Showcase,Pittsburgh,PA,US,17,https://discobiscuits.net/shows/1999-03-27-graffiti-showcase-pittsburgh-pa
1999-04-07,1999,4,7,Wednesday,Crowbar,State College,PA,US,10,https://discobiscuits.net/shows/1999-04-07-crowbar-state-college-pa
1999-04-08,1999,4,8,Thursday,Chameleon Club,Lancaster,PA,US,14,https://discobiscuits.net/shows/1999-04-08-chameleon-club-lancaster-pa
1999-04-09,1999,4,9,Friday,Trocadero,Philadelphia,PA,US,13,https://discobiscuits.net/shows/1999-04-09-trocadero-philadelphia-pa
1999-04-10,1999,4,10,Saturday,Recher Theatre,Towson,MD,US,17,https://discobiscuits.net/shows/1999-04-10-recher-theatre-towson-md
1999-04-16,1999,4,16,Friday,Friar Tuck's,Norfolk,VA,US,11,https://discobiscuits.net/shows/1999-04-16-friar-tuck-s-norfolk-va
1999-04-17,1999,4,17,Saturday,Alley Katz,Richmond,VA,US,11,https://discobiscuits.net/shows/1999-04-17-alley-katz-richmond-va
1999-04-20,1999,4,20,Tuesday,Higher Ground,South Burlington,VT,US,0,https://discobiscuits.net/shows/1999-04-20-higher-ground-s-burlington-vt
1999-04-21,1999,4,21,Wednesday,Stone Coast Brewing Company,Portland,ME,US,14,https://discobiscuits.net/shows/1999-04-21-stone-coast-brewing-company-portland-me
1999-04-22,1999,4,22,Thursday,Route 20 Club,Palmer,MA,US,11,https://discobiscuits.net/shows/1999-04-22-route-20-club-palmer-ma
1999-04-23,1999,4,23,Friday,Commercial Street Cafe,Worcester,MA,US,10,https://discobiscuits.net/shows/1999-04-23-commercial-street-cafe-worcester-ma
1999-04-24,1999,4,24,Saturday,Ocean Mist,Matunick,RI,US,10,https://discobiscuits.net/shows/1999-04-24-ocean-mist-matunick-ri
1999-04-24,1999,4,24,Saturday,Curry College,Boston,MA,US,5,https://discobiscuits.net/shows/1999-04-24-curry-college-boston-ma
1999-04-25,1999,4,25,Sunday,"College Green, Brown University",Providence,RI,US,9,https://discobiscuits.net/shows/1999-04-25-college-green-brown-university-providence-ri
1999-04-27,1999,4,27,Tuesday,Milestones,Rochester,NY,US,11,https://discobiscuits.net/shows/1999-04-27-milestones-rochester-ny
1999-04-28,1999,4,28,Wednesday,Nietzche's,Buffalo,NY,US,13,https://discobiscuits.net/shows/1999-04-28-nietzche-s-buffalo-ny
1999-04-29,1999,4,29,Thursday,The Haunt,Ithaca,NY,US,13,https://discobiscuits.net/shows/1999-04-29-the-haunt-ithaca-ny
1999-04-30,1999,4,30,Friday,Wetlands Preserve,New York,NY,US,13,https://discobiscuits.net/shows/1999-04-30-wetlands-preserve-new-york-ny
1999-05-01,1999,5,1,Saturday,Wetlands Preserve,New York,NY,US,16,https://discobiscuits.net/shows/1999-05-01-wetlands-preserve-new-york-ny
1999-05-04,1999,5,4,Tuesday,Asheville Brewing Company,Asheville,NC,US,12,https://discobiscuits.net/shows/1999-05-04-asheville-brewing-company-asheville-nc
1999-05-05,1999,5,5,Wednesday,Exit/Inn,Nashville,TN,US,13,https://discobiscuits.net/shows/1999-05-05-exit-inn-nashville-tn
1999-05-06,1999,5,6,Thursday,In The Living Room With The Dunhams,Atlanta,GA,US,5,https://discobiscuits.net/shows/1999-05-06-in-the-living-room-with-the-dunhams-atlanta-ga
1999-05-06,1999,5,6,Thursday,Chameleon Club,Atlanta,GA,US,15,https://discobiscuits.net/shows/1999-05-06-chameleon-club-atlanta-ga
1999-05-07,1999,5,7,Friday,Jack Straw's,Charlotte,NC,US,10,https://discobiscuits.net/shows/1999-05-07-jack-straw-s-charlotte-nc
1999-05-08,1999,5,8,Saturday,Ziggy's,Winston-Salem,NC,US,9,https://discobiscuits.net/shows/1999-05-08-ziggy-s-winston-salem-nc
1999-05-11,1999,5,11,Tuesday,Blue Terrapin,Elizabethtown,PA,US,25,https://discobiscuits.net/shows/1999-05-11-blue-terrapin-elizabethtown-pa
1999-05-13,1999,5,13,Thursday,The Roadhouse,Daniel,WV,US,16,https://discobiscuits.net/shows/1999-05-13-the-roadhouse-daniel-wv
1999-05-14,1999,5,14,Friday,Stoned Monkey,Huntington,WV,US,10,https://discobiscuits.net/shows/1999-05-14-stoned-monkey-huntington-wv
1999-05-15,1999,5,15,Saturday,"Zollman's Pavilion, Buffalo Creek Music Festival",Lexington,VA,US,18,https://discobiscuits.net/shows/1999-05-15-zollman-s-pavilion-buffalo-creek-music-festival-lexington-va
1999-05-22,1999,5,22,Saturday,"All Good Music Festival, Wilmer's Park",Brandywine,MD,US,0,https://discobiscuits.net/shows/1999-05-22-all-good-music-festival-wilmer-s-park-brandywine-md
1999-05-26,1999,5,26,Wednesday,Peddie School,Hightstown,NJ,US,9,https://discobiscuits.net/shows/1999-05-26-peddie-school-hightstown-nj
1999-05-27,1999,5,27,Thursday,Little Brother's,Columbus,OH,US,12,https://discobiscuits.net/shows/1999-05-27-little-brother-s-columbus-oh
1999-05-28,1999,5,28,Friday,Cicero's,St. Louis,MO,US,11,https://discobiscuits.net/shows/1999-05-28-cicero-s-st-louis-mo
1999-05-29,1999,5,29,Saturday,Martyr's,Chicago,IL,US,11,https://discobiscuits.net/shows/1999-05-29-martyr-s-chicago-il
1999-05-30,1999,5,30,Sunday,Big Wu Family Reunion,Minneapolis,MN,US,9,https://discobiscuits.net/shows/1999-05-30-big-wu-family-reunion-minneapolis-mn
1999-05-31,1999,5,31,Monday,A Live One,Chicago,IL,US,10,https://discobiscuits.net/shows/1999-05-31-a-live-one-chicago-il
1999-06-03,1999,6,3,Thursday,Recher Theatre,Towson,MD,US,10,https://discobiscuits.net/shows/1999-06-03-recher-theatre-towson-md
1999-06-05,1999,6,5,Saturday,Wetlands Preserve,New York,NY,US,18,https://discobiscuits.net/shows/1999-06-05-wetlands-preserve-new-york-ny
1999-06-06,1999,6,6,Sunday,In The Living Room With The Dunhams,Atlanta,GA,US,0,https://discobiscuits.net/shows/1999-06-06-in-the-living-room-with-the-dunhams-atlanta-ga
1999-06-10,1999,6,10,Thursday,Ziggy's By The Sea,Atlantic Beach,NC,US,12,https://discobiscuits.net/shows/1999-06-10-ziggy-s-by-the-sea-atlantic-beach-nc
1999-06-11,1999,6,11,Friday,Magnolia Street Pub,Spartanburg,SC,US,7,https://discobiscuits.net/shows/1999-06-11-magnolia-street-pub-spartanburg-sc
1999-06-12,1999,6,12,Saturday,Music Farm,Charleston,SC,US,15,https://discobiscuits.net/shows/1999-06-12-music-farm-charleston-sc
1999-06-13,1999,6,13,Sunday,Variety Playhouse,Atlanta,GA,US,8,https://discobiscuits.net/shows/1999-06-13-variety-playhouse-atlanta-ga
1999-06-19,1999,6,19,Saturday,"Sshh Festival, TuneTown Campgrounds",Cherrytree,PA,US,0,https://discobiscuits.net/shows/1999-06-19-sshh-festival-tunetown-campgrounds-cherrytree-pa
1999-06-19,1999,6,19,Saturday,"Gathering Of The Vibes, Seaside Park",Bridgeport,CT,US,4,https://discobiscuits.net/shows/1999-06-19-gathering-of-the-vibes-seaside-park-bridgeport-ct
1999-06-26,1999,6,26,Saturday,"Melstock, Melham's Farm",Mechanicsburg,PA,US,12,https://discobiscuits.net/shows/1999-06-26-melstock-melham-s-farm-mechanicsburg-pa
1999-07-03,1999,7,3,Saturday,"Wedding of Charlz and Heidi Franz, Moose Lodge",Claremont,NH,US,12,https://discobiscuits.net/shows/1999-07-03-wedding-of-charlz-and-heidi-franz-moose-lodge-claremont-nh
1999-08-11,1999,8,11,Wednesday,Wetlands Preserve,New York,NY,US,18,https://discobiscuits.net/shows/1999-08-11-wetlands-preserve-new-york-ny
1999-08-13,1999,8,13,Friday,"Ski Lodge, Berkshire Mountain Music Festival, Butternut Ski Basin",Great Barrington,MA,US,10,https://discobiscuits.net/shows/1999-08-13-ski-lodge-berkshire-mountain-music-festival-butternut-ski-basin-great-barrington-ma
1999-08-14,1999,8,14,Saturday,"Feelin' Fine Festival, Wilmer's Park",Brandywine,MD,US,0,https://discobiscuits.net/shows/1999-08-14-feelin-fine-festival-wilmer-s-park-brandywine-md
1999-08-20,1999,8,20,Friday,"Camp Bisco, TuneTown Campgrounds",Cherrytree,PA,US,15,https://discobiscuits.net/shows/1999-08-20-camp-bisco-tunetown-campgrounds-cherrytree-pa
1999-08-21,1999,8,21,Saturday,"Camp Bisco, TuneTown Campgrounds",Cherrytree,PA,US,16,https://discobiscuits.net/shows/1999-08-21-camp-bisco-tunetown-campgrounds-cherrytree-pa
1999-08-28,1999,8,28,Saturday,"Wormtown Music Festival, Stepping Stone Ranch",Escoheag,RI,US,9,https://discobiscuits.net/shows/1999-08-28-wormtown-music-festival-stepping-stone-ranch-escoheag-ri
1999-09-08,1999,9,8,Wednesday,Higher Ground,South Burlington,VT,US,11,https://discobiscuits.net/shows/1999-09-08-higher-ground-s-burlington-vt
1999-09-09,1999,9,9,Thursday,Northern Lights,Clifton Park,NY,US,9,https://discobiscuits.net/shows/1999-09-09-northern-lights-clifton-park-ny
1999-09-10,1999,9,10,Friday,The Palladium,Worcester,MA,US,7,https://discobiscuits.net/shows/1999-09-10-the-palladium-worcester-ma
1999-09-11,1999,9,11,Saturday,Iron Horse Music Hall,Northampton,MA,US,11,https://discobiscuits.net/shows/1999-09-11-iron-horse-music-hall-northampton-ma
1999-09-13,1999,9,13,Monday,Crowbar,State College,PA,US,13,https://discobiscuits.net/shows/1999-09-13-crowbar-state-college-pa
1999-09-14,1999,9,14,Tuesday,Wilbert's,Cleveland,OH,US,13,https://discobiscuits.net/shows/1999-09-14-wilbert-s-cleveland-oh
1999-09-15,1999,9,15,Wednesday,Graffiti Showcase,Pittsburgh,PA,US,11,https://discobiscuits.net/shows/1999-09-15-graffiti-showcase-pittsburgh-pa
1999-09-16,1999,9,16,Thursday,Little Brother's,Columbus,OH,US,13,https://discobiscuits.net/shows/1999-09-16-little-brother-s-columbus-oh
1999-09-17,1999,9,17,Friday,Park West,Chicago,IL,US,12,https://discobiscuits.net/shows/1999-09-17-park-west-chicago-il
1999-09-18,1999,9,18,Saturday,Barrymore Theater,Madison,WI,US,12,https://discobiscuits.net/shows/1999-09-18-barrymore-theater-madison-wi
1999-09-20,1999,9,20,Monday,Pure Lounge,Columbia,MO,US,10,https://discobiscuits.net/shows/1999-09-20-pure-lounge-columbia-mo
1999-09-21,1999,9,21,Tuesday,Finnegan's Pub,Kansas City,MO,US,10,https://discobiscuits.net/shows/1999-09-21-finnegan-s-pub-kansas-city-mo
1999-09-23,1999,9,23,Thursday,Aggie Theatre,Fort Collins,CO,US,12,https://discobiscuits.net/shows/1999-09-23-aggie-theatre-fort-collins-co
1999-09-24,1999,9,24,Friday,Fox Theatre,Boulder,CO,US,11,https://discobiscuits.net/shows/1999-09-24-fox-theatre-boulder-co
1999-09-25,1999,9,25,Saturday,Alligator Lounge,Breckenridge,CO,US,12,https://discobiscuits.net/shows/1999-09-25-alligator-lounge-breckenridge-co
1999-09-28,1999,9,28,Tuesday,The Sonar,Vancouver,BC,US,11,https://discobiscuits.net/shows/1999-09-28-the-sonar-vancouver-british-columbia-canada
1999-09-29,1999,9,29,Wednesday,The Tractor,Seattle,WA,US,10,https://discobiscuits.net/shows/1999-09-29-the-tractor-seattle-wa
1999-09-30,1999,9,30,Thursday,Crystal Ballroom,Portland,OR,US,7,https://discobiscuits.net/shows/1999-09-30-crystal-ballroom-portland-or
1999-10-01,1999,10,1,Friday,Woodmen of the World Hall,Eugene,OR,US,14,https://discobiscuits.net/shows/1999-10-01-woodmen-of-the-world-hall-eugene-or
1999-10-02,1999,10,2,Saturday,Cafe Tomo,Arcata,CA,US,13,https://discobiscuits.net/shows/1999-10-02-cafe-tomo-arcata-ca
1999-10-06,1999,10,6,Wednesday,Palookaville,Santa Cruz,CA,US,9,https://discobiscuits.net/shows/1999-10-06-palookaville-santa-cruz-ca
1999-10-07,1999,10,7,Thursday,Great American Music Hall,San Francisco,CA,US,10,https://discobiscuits.net/shows/1999-10-07-great-american-music-hall-san-francisco-ca
1999-10-08,1999,10,8,Friday,Key Club,Los Angeles,CA,US,11,https://discobiscuits.net/shows/1999-10-08-key-club-los-angeles-ca
1999-10-09,1999,10,9,Saturday,Legends Lounge,Las Vegas,NV,US,14,https://discobiscuits.net/shows/1999-10-09-legends-lounge-las-vegas-nv
1999-10-10,1999,10,10,Sunday,Legends Lounge,Las Vegas,NV,US,19,https://discobiscuits.net/shows/1999-10-10-legends-lounge-las-vegas-nv
1999-10-14,1999,10,14,Thursday,Pounders',Tuscaloosa,AL,US,12,https://discobiscuits.net/shows/1999-10-14-pounders-tuscaloosa-al
1999-10-15,1999,10,15,Friday,Sigma Nu,Oxford,MS,US,6,https://discobiscuits.net/shows/1999-10-15-sigma-nu-oxford-ms
1999-10-16,1999,10,16,Saturday,Pi Kappa Alpha,Oxford,MS,US,0,https://discobiscuits.net/shows/1999-10-16-pi-kappa-alpha-oxford-ms
1999-10-17,1999,10,17,Sunday,Newby's,Memphis,TN,US,0,https://discobiscuits.net/shows/1999-10-17-newby-s-memphis-tn
1999-10-19,1999,10,19,Tuesday,Bodega,Auburn,AL,US,16,https://discobiscuits.net/shows/1999-10-19-bodega-auburn-al
1999-10-20,1999,10,20,Wednesday,Zydeco's,Birmingham,AL,US,11,https://discobiscuits.net/shows/1999-10-20-zydeco-s-birmingham-al
1999-10-21,1999,10,21,Thursday,Variety Playhouse,Atlanta,GA,US,8,https://discobiscuits.net/shows/1999-10-21-variety-playhouse-atlanta-ga
1999-10-22,1999,10,22,Friday,Georgia Theater,Athens,GA,US,11,https://discobiscuits.net/shows/1999-10-22-georgia-theater-athens-ga
1999-10-23,1999,10,23,Saturday,Ziggy's,Winston-Salem,NC,US,14,https://discobiscuits.net/shows/1999-10-23-ziggy-s-winston-salem-nc
1999-10-25,1999,10,25,Monday,Black Mountain Music Hall,Black Mountain,NC,US,9,https://discobiscuits.net/shows/1999-10-25-black-mountain-music-hall-black-mountain-nc
1999-10-27,1999,10,27,Wednesday,Alley Katz,Richmond,VA,US,12,https://discobiscuits.net/shows/1999-10-27-alley-katz-richmond-va
1999-10-28,1999,10,28,Thursday,Recher Theatre,Towson,MD,US,16,https://discobiscuits.net/shows/1999-10-28-recher-theatre-towson-md
1999-10-29,1999,10,29,Friday,"Irvine Auditorium, University of Pennsylvania",Philadelphia,PA,US,14,https://discobiscuits.net/shows/1999-10-29-irvine-auditorium-university-of-pennsylvania-philadelphia-pa
1999-10-30,1999,10,30,Saturday,Somerville Theater,Somerville,MA,US,8,https://discobiscuits.net/shows/1999-10-30-somerville-theater-somerville-ma
1999-10-31,1999,10,31,Sunday,Hammerstein Ballroom,New York,NY,US,6,https://discobiscuits.net/shows/1999-10-31-hammerstein-ballroom-new-york-ny
1999-12-04,1999,12,4,Saturday,Irving Plaza,New York,NY,US,13,https://discobiscuits.net/shows/1999-12-04-irving-plaza-new-york-ny
1999-12-07,1999,12,7,Tuesday,Chris' Jazz Cafe,Philadelphia,PA,US,1,https://discobiscuits.net/shows/1999-12-07-chris-jazz-cafe-philadelphia-pa
1999-12-30,1999,12,30,Thursday,Theater Of The Living Arts,Philadelphia,PA,US,16,https://discobiscuits.net/shows/1999-12-30-theater-of-the-living-arts-philadelphia-pa
1999-12-31,1999,12,31,Friday,Theater Of The Living Arts,Philadelphia,PA,US,25,https://discobiscuits.net/shows/1999-12-31-theater-of-the-living-arts-philadelphia-pa
2000-03-11,2000,3,11,Saturday,Wetlands Preserve,New York,NY,US,14,https://discobiscuits.net/shows/2000-03-11-wetlands-preserve-new-york-ny
2000-04-15,2000,4,15,Saturday,Recher Theatre,Towson,MD,US,11,https://discobiscuits.net/shows/2000-04-15-recher-theatre-towson-md
2000-04-21,2000,4,21,Friday,Middle East,Cambridge,MA,US,11,https://discobiscuits.net/shows/2000-04-21-middle-east-cambridge-ma
2000-04-22,2000,4,22,Saturday,Keene State College,Keene,NH,US,13,https://discobiscuits.net/shows/2000-04-22-keene-state-college-keene-nh
2000-04-29,2000,4,29,Saturday,Trocadero,Philadelphia,PA,US,16,https://discobiscuits.net/shows/2000-04-29-trocadero-philadelphia-pa
2000-05-13,2000,5,13,Saturday,Sandwich High School Auditorium,East Sandwich,MA,US,7,https://discobiscuits.net/shows/2000-05-13-sandwich-high-school-auditorium-east-sandwich-ma
2000-05-19,2000,5,19,Friday,"Zollman's Pavilion, Buffalo Creek Music Festival",Lexington,VA,US,15,https://discobiscuits.net/shows/2000-05-19-zollman-s-pavilion-buffalo-creek-music-festival-lexington-va
2000-05-20,2000,5,20,Saturday,"All Good Festival, Buffalo Gap Camping Ground",Capon Bridge,WV,US,7,https://discobiscuits.net/shows/2000-05-20-all-good-festival-buffalo-gap-camping-ground-capon-bridge-wv
2000-06-22,2000,6,22,Thursday,Irving Plaza,New York,NY,US,4,https://discobiscuits.net/shows/2000-06-22-irving-plaza-new-york-ny
2000-06-27,2000,6,27,Tuesday,The Roxy,New York,NY,US,21,https://discobiscuits.net/shows/2000-06-27-the-roxy-new-york-ny
2000-07-12,2000,7,12,Wednesday,Crowbar,State College,PA,US,16,https://discobiscuits.net/shows/2000-07-12-crowbar-state-college-pa
2000-08-18,2000,8,18,Friday,Trocadero,Philadelphia,PA,US,1,https://discobiscuits.net/shows/2000-08-18-trocadero-philadelphia-pa
2000-08-19,2000,8,19,Saturday,Croton Point Park,Croton-on-Hudson,NY,US,5,https://discobiscuits.net/shows/2000-08-19-croton-point-park-croton-on-hudson-ny
2000-08-19,2000,8,19,Saturday,Wetlands Preserve,New York,NY,US,7,https://discobiscuits.net/shows/2000-08-19-wetlands-preserve-new-york-ny
2000-08-25,2000,8,25,Friday,Saw Mill Ski Area,Morris,PA,US,17,https://discobiscuits.net/shows/2000-08-25-saw-mill-ski-area-morris-pa
2000-08-26,2000,8,26,Saturday,Saw Mill Ski Area,Morris,PA,US,17,https://discobiscuits.net/shows/2000-08-26-saw-mill-ski-area-morris-pa
2000-10-06,2000,10,6,Friday,The Sanctuary,Las Vegas,NV,US,16,https://discobiscuits.net/shows/2000-10-06-the-sanctuary-las-vegas-nv
2000-10-07,2000,10,7,Saturday,The Sanctuary,Las Vegas,NV,US,15,https://discobiscuits.net/shows/2000-10-07-the-sanctuary-las-vegas-nv
2000-10-10,2000,10,10,Tuesday,The Galaxy Theatre,Santa Ana,CA,US,14,https://discobiscuits.net/shows/2000-10-10-the-galaxy-theatre-santa-ana-ca
2000-10-11,2000,10,11,Wednesday,The Roxy,Hollywood,CA,US,15,https://discobiscuits.net/shows/2000-10-11-the-roxy-hollywood-ca
2000-10-12,2000,10,12,Thursday,Great American Music Hall,San Francisco,CA,US,18,https://discobiscuits.net/shows/2000-10-12-great-american-music-hall-san-francisco-ca
2000-10-13,2000,10,13,Friday,Great American Music Hall,San Francisco,CA,US,11,https://discobiscuits.net/shows/2000-10-13-great-american-music-hall-san-francisco-ca
2000-10-14,2000,10,14,Saturday,Palookaville,Santa Cruz,CA,US,14,https://discobiscuits.net/shows/2000-10-14-palookaville-santa-cruz-ca
2000-10-17,2000,10,17,Tuesday,Crocodile Cafe,Seattle,WA,US,14,https://discobiscuits.net/shows/2000-10-17-crocodile-cafe-seattle-wa
2000-10-18,2000,10,18,Wednesday,Crystal Ballroom,Portland,OR,US,15,https://discobiscuits.net/shows/2000-10-18-crystal-ballroom-portland-or
2000-10-20,2000,10,20,Friday,Fox Theatre,Boulder,CO,US,15,https://discobiscuits.net/shows/2000-10-20-fox-theatre-boulder-co
2000-10-21,2000,10,21,Saturday,Gothic Theater,Englewood,CO,US,14,https://discobiscuits.net/shows/2000-10-21-gothic-theater-englewood-co
2000-10-23,2000,10,23,Monday,The Bottleneck,Lawrence,KS,US,12,https://discobiscuits.net/shows/2000-10-23-the-bottleneck-lawrence-ks
2000-10-25,2000,10,25,Wednesday,Barrymore Theater,Madison,WI,US,13,https://discobiscuits.net/shows/2000-10-25-barrymore-theater-madison-wi
2000-10-26,2000,10,26,Thursday,Metro,Chicago,IL,US,15,https://discobiscuits.net/shows/2000-10-26-metro-chicago-il
2000-10-27,2000,10,27,Friday,Bluebird,Bloomington,IN,US,17,https://discobiscuits.net/shows/2000-10-27-bluebird-bloomington-in
2000-10-28,2000,10,28,Saturday,Michigan Theater,Ann Arbor,MI,US,14,https://discobiscuits.net/shows/2000-10-28-michigan-theater-ann-arbor-mi
2000-10-31,2000,10,31,Tuesday,Trax,Charlottesville,VA,US,13,https://discobiscuits.net/shows/2000-10-31-trax-charlottesville-va
2000-11-01,2000,11,1,Wednesday,Ziggy's,Winston-Salem,NC,US,12,https://discobiscuits.net/shows/2000-11-01-ziggy-s-winston-salem-nc
2000-11-02,2000,11,2,Thursday,Music Farm,Charleston,SC,US,14,https://discobiscuits.net/shows/2000-11-02-music-farm-charleston-sc
2000-11-03,2000,11,3,Friday,Georgia Theater,Athens,GA,US,12,https://discobiscuits.net/shows/2000-11-03-georgia-theater-athens-ga
2000-11-04,2000,11,4,Saturday,The Masquerade,Atlanta,GA,US,16,https://discobiscuits.net/shows/2000-11-04-the-masquerade-atlanta-ga
2000-11-09,2000,11,9,Thursday,"Terrace Club, Princeton University",Princeton,NJ,US,11,https://discobiscuits.net/shows/2000-11-09-terrace-club-princeton-university-princeton-nj
2000-11-10,2000,11,10,Friday,Irving Plaza,New York,NY,US,13,https://discobiscuits.net/shows/2000-11-10-irving-plaza-new-york-ny
2000-11-11,2000,11,11,Saturday,Irving Plaza,New York,NY,US,15,https://discobiscuits.net/shows/2000-11-11-irving-plaza-new-york-ny
2000-11-16,2000,11,16,Thursday,Higher Ground,South Burlington,VT,US,15,https://discobiscuits.net/shows/2000-11-16-higher-ground-s-burlington-vt
2000-11-17,2000,11,17,Friday,Toad's Place,New Haven,CT,US,13,https://discobiscuits.net/shows/2000-11-17-toad-s-place-new-haven-ct
2000-11-18,2000,11,18,Saturday,Odyssey,Ithaca,NY,US,16,https://discobiscuits.net/shows/2000-11-18-odyssey-ithaca-ny
2000-11-22,2000,11,22,Wednesday,9:30 Club,Washington,DC,US,13,https://discobiscuits.net/shows/2000-11-22-9-30-club-washington-dc
2000-11-24,2000,11,24,Friday,Trocadero,Philadelphia,PA,US,17,https://discobiscuits.net/shows/2000-11-24-trocadero-philadelphia-pa
2000-11-25,2000,11,25,Saturday,Trocadero,Philadelphia,PA,US,17,https://discobiscuits.net/shows/2000-11-25-trocadero-philadelphia-pa
2000-12-01,2000,12,1,Friday,"Doremus Gym, Washington and Lee University",Lexington,VA,US,12,https://discobiscuits.net/shows/2000-12-01-doremus-gym-washington-and-lee-university-lexington-va
2000-12-03,2000,12,3,Sunday,"Commonwealth Ballrom, Virginia Tech",Blacksburg,VA,US,14,https://discobiscuits.net/shows/2000-12-03-commonwealth-ballrom-virginia-tech-blacksburg-va
2000-12-27,2000,12,27,Wednesday,The Silo,Reading,PA,US,14,https://discobiscuits.net/shows/2000-12-27-the-silo-reading-pa
2000-12-28,2000,12,28,Thursday,The Silo,Reading,PA,US,13,https://discobiscuits.net/shows/2000-12-28-the-silo-reading-pa
2000-12-29,2000,12,29,Friday,The Vanderbilt,Plainview,NY,US,15,https://discobiscuits.net/shows/2000-12-29-the-vanderbilt-plainview-ny
2000-12-30,2000,12,30,Saturday,The Vanderbilt,Plainview,NY,US,13,https://discobiscuits.net/shows/2000-12-30-the-vanderbilt-plainview-ny
2000-12-31,2000,12,31,Sunday,The Palladium,Worcester,MA,US,17,https://discobiscuits.net/shows/2000-12-31-the-palladium-worcester-ma
2001-03-17,2001,3,17,Saturday,"Waterloo Park, South By Southwest",Austin,TX,US,7,https://discobiscuits.net/shows/2001-03-17-waterloo-park-south-by-southwest-austin-tx
2001-03-22,2001,3,22,Thursday,Palookaville,Santa Cruz,CA,US,13,https://discobiscuits.net/shows/2001-03-22-palookaville-santa-cruz-ca
2001-03-23,2001,3,23,Friday,House Of Blues,West Hollywood,CA,US,9,https://discobiscuits.net/shows/2001-03-23-house-of-blues-west-hollywood-ca
2001-03-24,2001,3,24,Saturday,Belly Up Tavern,Solana Beach,CA,US,12,https://discobiscuits.net/shows/2001-03-24-belly-up-tavern-solana-beach-ca
2001-03-27,2001,3,27,Tuesday,Rialto Theater,Tucson,AZ,US,11,https://discobiscuits.net/shows/2001-03-27-rialto-theater-tucson-az
2001-03-28,2001,3,28,Wednesday,Cajun House,Scottsdale,AZ,US,11,https://discobiscuits.net/shows/2001-03-28-cajun-house-scottsdale-az
2001-03-29,2001,3,29,Thursday,The Paramount,Santa Fe,NM,US,11,https://discobiscuits.net/shows/2001-03-29-the-paramount-santa-fe-nm
2001-03-30,2001,3,30,Friday,Gothic Theater,Englewood,CO,US,15,https://discobiscuits.net/shows/2001-03-30-gothic-theater-englewood-co
2001-03-31,2001,3,31,Saturday,Fox Theatre,Boulder,CO,US,15,https://discobiscuits.net/shows/2001-03-31-fox-theatre-boulder-co
